date,month,season,hour,year,holiday,temperature,feeling_temp,humidity,winspeed,casual,registered,count,work yes or not,am or pm,Day of the week
2012/6/3,6,summer,15,2012,no,24.9,26.002399999999994,34,0,236,408,644,1,pm,0
2012/6/3,6,summer,16,2012,no,24.9,26.002399999999994,34,19.9995,226,436,662,1,pm,0
2012/6/3,6,summer,17,2012,no,24.9,26.002399999999994,34,16.997899999999998,192,386,578,1,pm,0
2012/6/3,6,summer,18,2012,no,24.9,26.002399999999994,34,16.997899999999998,153,343,496,1,pm,0
2012/6/3,6,summer,19,2012,no,23.96,26.002399999999994,34,19.0012,116,337,453,1,pm,0
2012/6/3,6,summer,20,2012,no,23.020000000000003,24.9992,39,12.998,84,230,314,1,pm,0
2012/6/3,6,summer,21,2012,no,21.14,24.9992,43,11.0014,66,180,246,1,pm,0
2012/6/3,6,summer,22,2012,no,21.14,24.9992,50,26.0027,61,165,226,1,pm,0
2012/6/3,6,summer,23,2012,no,19.26,20.003,53,7.0015,26,82,108,1,pm,0
2012/6/4,6,summer,0,2012,no,19.26,20.003,53,0,11,38,49,1,am,1
2012/6/4,6,summer,1,2012,no,18.320000000000004,18.9998,60,11.0014,4,10,14,1,am,1
2012/6/4,6,summer,2,2012,no,18.320000000000004,18.9998,60,15.0013,1,10,11,1,am,1
2012/6/4,6,summer,3,2012,no,18.320000000000004,18.9998,60,11.0014,0,5,5,1,am,1
2012/6/4,6,summer,4,2012,no,17.380000000000003,18.0032,64,6.0032,2,6,8,1,am,1
2012/6/4,6,summer,5,2012,no,16.44,17,68,0,2,33,35,1,am,1
2012/6/4,6,summer,6,2012,no,16.44,17,68,0,4,135,139,1,am,1
2012/6/4,6,summer,7,2012,no,18.320000000000004,18.9998,60,15.0013,13,504,517,1,am,1
2012/6/4,6,summer,8,2012,no,20.2,24.9992,49,15.0013,22,643,665,1,am,1
2012/6/4,6,summer,9,2012,no,21.14,24.9992,43,19.0012,38,244,282,1,am,1
2012/6/4,6,summer,10,2012,no,22.08,24.9992,41,31.0009,67,120,187,1,am,1
2012/6/4,6,summer,11,2012,no,22.08,24.9992,38,32.9975,71,168,239,1,am,1
2012/6/4,6,summer,12,2012,no,22.08,24.9992,41,30.0026,62,220,282,1,am,1
2012/6/4,6,summer,13,2012,no,22.08,24.9992,41,23.9994,85,189,274,1,pm,1
2012/6/4,6,summer,14,2012,no,21.14,24.9992,41,32.9975,84,186,270,1,pm,1
2012/6/4,6,summer,15,2012,no,23.020000000000003,24.9992,39,19.9995,77,215,292,1,pm,1
2012/6/4,6,summer,16,2012,no,23.020000000000003,24.9992,39,31.0009,73,375,448,1,pm,1
2012/6/4,6,summer,17,2012,no,22.08,24.9992,38,30.0026,101,733,834,1,pm,1
2012/6/4,6,summer,18,2012,no,22.08,24.9992,38,26.0027,103,719,822,1,pm,1
2012/6/4,6,summer,19,2012,no,21.14,24.9992,38,27.9993,91,554,645,1,pm,1
2012/6/4,6,summer,20,2012,no,20.2,24.9992,40,23.9994,71,390,461,1,pm,1
2012/6/4,6,summer,21,2012,no,19.26,20.003,49,16.997899999999998,40,225,265,1,pm,1
2012/6/4,6,summer,22,2012,no,18.320000000000004,18.9998,52,19.0012,41,127,168,1,pm,1
2012/6/4,6,summer,23,2012,no,19.26,20.003,49,19.9995,8,78,86,1,pm,1
2012/6/5,6,summer,0,2012,no,17.380000000000003,18.0032,68,27.9993,6,28,34,1,am,2
2012/6/5,6,summer,1,2012,no,16.44,17,77,22.0028,2,18,20,1,am,2
2012/6/5,6,summer,2,2012,no,16.44,17,72,19.9995,0,8,8,1,am,2
2012/6/5,6,summer,3,2012,no,15.5,15.9968,82,12.998,0,5,5,1,am,2
2012/6/5,6,summer,4,2012,no,15.5,15.9968,82,12.998,1,4,5,1,am,2
2012/6/5,6,summer,5,2012,no,14.56,15.0002,82,11.0014,1,35,36,1,am,2
2012/6/5,6,summer,6,2012,no,14.56,15.0002,82,16.997899999999998,7,177,184,1,am,2
2012/6/5,6,summer,7,2012,no,14.56,15.0002,77,19.9995,29,540,569,1,am,2
2012/6/5,6,summer,8,2012,no,14.56,15.0002,77,15.0013,30,680,710,1,am,2
2012/6/5,6,summer,9,2012,no,16.44,17,72,16.997899999999998,50,285,335,1,am,2
2012/6/5,6,summer,10,2012,no,16.44,17,63,19.9995,58,118,176,1,am,2
2012/6/5,6,summer,11,2012,no,18.320000000000004,18.9998,56.00000000000001,12.998,65,162,227,1,am,2
2012/6/5,6,summer,12,2012,no,17.380000000000003,18.0032,56.00000000000001,15.0013,45,202,247,1,am,2
2012/6/5,6,summer,13,2012,no,20.2,24.9992,46,11.0014,66,201,267,1,pm,2
2012/6/5,6,summer,14,2012,no,19.26,20.003,46,11.0014,82,194,276,1,pm,2
2012/6/5,6,summer,15,2012,no,19.26,20.003,46,8.9981,54,218,272,1,pm,2
2012/6/5,6,summer,16,2012,no,20.2,24.9992,43,12.998,91,382,473,1,pm,2
2012/6/5,6,summer,17,2012,no,20.2,24.9992,43,0,86,764,850,1,pm,2
2012/6/5,6,summer,18,2012,no,20.2,24.9992,43,12.998,111,679,790,1,pm,2
2012/6/5,6,summer,19,2012,no,19.26,20.003,46,16.997899999999998,68,445,513,1,pm,2
2012/6/5,6,summer,20,2012,no,18.320000000000004,18.9998,49,15.0013,44,371,415,1,pm,2
2012/6/5,6,summer,21,2012,no,17.380000000000003,18.0032,56.00000000000001,11.0014,30,253,283,1,pm,2
2012/6/5,6,summer,22,2012,no,18.320000000000004,18.9998,52,7.0015,22,171,193,1,pm,2
2012/6/5,6,summer,23,2012,no,17.380000000000003,18.0032,56.00000000000001,6.0032,20,93,113,1,pm,2
2012/6/6,6,summer,0,2012,no,16.44,17,59,6.0032,3,46,49,1,am,3
2012/6/6,6,summer,1,2012,no,16.44,17,68,0,6,21,27,1,am,3
2012/6/6,6,summer,2,2012,no,15.5,15.9968,68,0,4,7,11,1,am,3
2012/6/6,6,summer,3,2012,no,13.62,13.997,82,0,0,8,8,1,am,3
2012/6/6,6,summer,4,2012,no,13.62,13.997,82,7.0015,3,7,10,1,am,3
2012/6/6,6,summer,5,2012,no,14.56,15.0002,77,0,1,37,38,1,am,3
2012/6/6,6,summer,6,2012,no,14.56,15.0002,77,0,7,165,172,1,am,3
2012/6/6,6,summer,7,2012,no,15.5,15.9968,72,0,16,531,547,1,am,3
2012/6/6,6,summer,8,2012,no,17.380000000000003,18.0032,68,0,31,637,668,1,am,3
2012/6/6,6,summer,9,2012,no,18.320000000000004,18.9998,60,6.0032,35,268,303,1,am,3
2012/6/6,6,summer,10,2012,no,20.2,24.9992,46,6.0032,55,148,203,1,am,3
2012/6/6,6,summer,11,2012,no,21.14,24.9992,43,6.0032,65,161,226,1,am,3
2012/6/6,6,summer,12,2012,no,21.14,24.9992,38,0,80,235,315,1,am,3
2012/6/6,6,summer,13,2012,no,21.14,24.9992,41,6.0032,73,230,303,1,pm,3
2012/6/6,6,summer,14,2012,no,22.08,24.9992,38,0,111,191,302,1,pm,3
2012/6/6,6,summer,15,2012,no,22.08,24.9992,38,0,75,225,300,1,pm,3
2012/6/6,6,summer,16,2012,no,22.08,24.9992,41,8.9981,107,345,452,1,pm,3
2012/6/6,6,summer,17,2012,no,21.14,24.9992,43,8.9981,72,652,724,1,pm,3
2012/6/6,6,summer,18,2012,no,20.2,24.9992,53,12.998,94,688,782,1,pm,3
2012/6/6,6,summer,19,2012,no,18.320000000000004,18.9998,73,19.9995,52,486,538,1,pm,3
2012/6/6,6,summer,20,2012,no,17.380000000000003,18.0032,73,19.0012,59,349,408,1,pm,3
2012/6/6,6,summer,21,2012,no,17.380000000000003,18.0032,73,11.0014,38,260,298,1,pm,3
2012/6/6,6,summer,22,2012,no,16.44,17,77,6.0032,27,221,248,1,pm,3
2012/6/6,6,summer,23,2012,no,16.44,17,77,0,13,110,123,1,pm,3
2012/6/7,6,summer,0,2012,no,16.44,17,77,8.9981,9,50,59,1,am,4
2012/6/7,6,summer,1,2012,no,16.44,17,77,11.0014,5,17,22,1,am,4
2012/6/7,6,summer,2,2012,no,16.44,17,77,6.0032,0,12,12,1,am,4
2012/6/7,6,summer,3,2012,no,15.5,15.9968,77,7.0015,0,5,5,1,am,4
2012/6/7,6,summer,4,2012,no,13.62,13.997,88,7.0015,0,6,6,1,am,4
2012/6/7,6,summer,5,2012,no,14.56,15.0002,82,6.0032,0,34,34,1,am,4
2012/6/7,6,summer,6,2012,no,13.62,13.997,88,7.0015,5,165,170,1,am,4
2012/6/7,6,summer,7,2012,no,15.5,15.9968,82,11.0014,20,506,526,1,am,4
2012/6/7,6,summer,8,2012,no,16.44,17,77,0,20,661,681,1,am,4
2012/6/7,6,summer,9,2012,no,19.26,20.003,68,0,37,300,337,1,am,4
2012/6/7,6,summer,10,2012,no,20.2,24.0026,64,6.0032,56,154,210,1,am,4
2012/6/7,6,summer,11,2012,no,23.020000000000003,24.9992,47,15.0013,67,170,237,1,am,4
2012/6/7,6,summer,12,2012,no,24.9,26.002399999999994,42,0,62,274,336,1,am,4
2012/6/7,6,summer,13,2012,no,24.9,26.002399999999994,37,19.0012,65,250,315,1,pm,4
2012/6/7,6,summer,14,2012,no,25.84,26.998999999999995,37,16.997899999999998,67,198,265,1,pm,4
2012/6/7,6,summer,15,2012,no,26.78,26.998999999999995,30,0,99,234,333,1,pm,4
2012/6/7,6,summer,16,2012,no,25.84,26.998999999999995,34,15.0013,77,389,466,1,pm,4
2012/6/7,6,summer,17,2012,no,25.84,26.998999999999995,34,16.997899999999998,91,778,869,1,pm,4
2012/6/7,6,summer,18,2012,no,24.9,26.002399999999994,34,19.0012,110,703,813,1,pm,4
2012/6/7,6,summer,19,2012,no,24.9,26.002399999999994,34,19.0012,65,537,602,1,pm,4
2012/6/7,6,summer,20,2012,no,23.020000000000003,24.9992,36,19.9995,76,402,478,1,pm,4
2012/6/7,6,summer,21,2012,no,21.14,24.9992,41,22.0028,30,283,313,1,pm,4
2012/6/7,6,summer,22,2012,no,20.2,24.9992,46,11.0014,35,193,228,1,pm,4
2012/6/7,6,summer,23,2012,no,18.320000000000004,18.9998,52,8.9981,42,135,177,1,pm,4
2012/6/8,6,summer,0,2012,no,18.320000000000004,18.9998,56.00000000000001,11.0014,18,59,77,1,am,5
2012/6/8,6,summer,1,2012,no,18.320000000000004,18.9998,56.00000000000001,11.0014,4,25,29,1,am,5
2012/6/8,6,summer,2,2012,no,18.320000000000004,18.9998,56.00000000000001,0,2,17,19,1,am,5
2012/6/8,6,summer,3,2012,no,17.380000000000003,18.0032,60,6.0032,0,8,8,1,am,5
2012/6/8,6,summer,4,2012,no,16.44,17,63,0,1,9,10,1,am,5
2012/6/8,6,summer,5,2012,no,15.5,15.9968,72,7.0015,1,28,29,1,am,5
2012/6/8,6,summer,6,2012,no,16.44,17,68,6.0032,8,131,139,1,am,5
2012/6/8,6,summer,7,2012,no,16.44,17,72,7.0015,19,409,428,1,am,5
2012/6/8,6,summer,8,2012,no,19.26,20.003,60,6.0032,37,663,700,1,am,5
2012/6/8,6,summer,9,2012,no,21.14,24.9992,53,11.0014,47,335,382,1,am,5
2012/6/8,6,summer,10,2012,no,23.020000000000003,24.9992,47,16.997899999999998,62,187,249,1,am,5
2012/6/8,6,summer,11,2012,no,24.9,26.002399999999994,42,16.997899999999998,65,199,264,1,am,5
2012/6/8,6,summer,12,2012,no,25.84,26.998999999999995,39,22.0028,89,280,369,1,am,5
2012/6/8,6,summer,13,2012,no,26.78,26.998999999999995,37,16.997899999999998,129,287,416,1,pm,5
2012/6/8,6,summer,14,2012,no,27.72,28.002199999999995,31,26.0027,128,245,373,1,pm,5
2012/6/8,6,summer,15,2012,no,27.72,28.002199999999995,29,19.0012,98,299,397,1,pm,5
2012/6/8,6,summer,16,2012,no,27.72,28.002199999999995,29,19.9995,111,412,523,1,pm,5
2012/6/8,6,summer,17,2012,no,27.72,28.002199999999995,29,12.998,114,679,793,1,pm,5
2012/6/8,6,summer,18,2012,no,27.72,28.002199999999995,27,15.0013,147,576,723,1,pm,5
2012/6/8,6,summer,19,2012,no,26.78,26.998999999999995,30,15.0013,95,460,555,1,pm,5
2012/6/8,6,summer,20,2012,no,25.84,26.998999999999995,32,8.9981,117,291,408,1,pm,5
2012/6/8,6,summer,21,2012,no,24.9,26.002399999999994,37,8.9981,83,256,339,1,pm,5
2012/6/8,6,summer,22,2012,no,23.96,26.002399999999994,41,7.0015,61,230,291,1,pm,5
2012/6/8,6,summer,23,2012,no,22.08,24.9992,56.99999999999999,11.0014,52,163,215,1,pm,5
2012/6/9,6,summer,0,2012,no,22.08,24.9992,53,7.0015,54,152,206,0,am,6
2012/6/9,6,summer,1,2012,no,22.08,24.9992,53,6.0032,34,89,123,0,am,6
2012/6/9,6,summer,2,2012,no,22.08,24.9992,50,15.0013,21,68,89,0,am,6
2012/6/9,6,summer,3,2012,no,21.14,24.9992,56.99999999999999,0,12,28,40,0,am,6
2012/6/9,6,summer,4,2012,no,21.14,24.9992,56.99999999999999,0,2,6,8,0,am,6
2012/6/9,6,summer,5,2012,no,20.2,24.9992,56.00000000000001,7.0015,4,15,19,0,am,6
2012/6/9,6,summer,6,2012,no,18.320000000000004,18.9998,64,7.0015,17,63,80,0,am,6
2012/6/9,6,summer,7,2012,no,19.26,20.003,64,7.0015,26,61,87,0,am,6
2012/6/9,6,summer,8,2012,no,21.14,24.0026,61,7.0015,42,202,244,0,am,6
2012/6/9,6,summer,9,2012,no,22.08,24.9992,56.99999999999999,11.0014,99,241,340,0,am,6
2012/6/9,6,summer,10,2012,no,24.9,26.998999999999995,51,7.0015,168,298,466,0,am,6
2012/6/9,6,summer,11,2012,no,27.72,28.002199999999995,35,0,218,351,569,0,am,6
2012/6/9,6,summer,12,2012,no,29.6,30.001999999999995,29,16.997899999999998,196,335,531,0,am,6
2012/6/9,6,summer,13,2012,no,30.54,30.001999999999995,24,19.0012,236,349,585,0,pm,6
2012/6/9,6,summer,14,2012,no,30.54,30.001999999999995,23,12.998,239,354,593,0,pm,6
2012/6/9,6,summer,15,2012,no,31.48,30.9986,20,19.9995,218,337,555,0,pm,6
2012/6/9,6,summer,16,2012,no,30.54,30.001999999999995,24,12.998,219,315,534,0,pm,6
2012/6/9,6,summer,17,2012,no,31.48,30.9986,24,0,238,257,495,0,pm,6
2012/6/9,6,summer,18,2012,no,30.54,30.001999999999995,24,15.0013,175,276,451,0,pm,6
2012/6/9,6,summer,19,2012,no,29.6,30.001999999999995,29,11.0014,128,232,360,0,pm,6
2012/6/9,6,summer,20,2012,no,27.72,28.002199999999995,35,15.0013,125,238,363,0,pm,6
2012/6/9,6,summer,21,2012,no,26.78,26.998999999999995,40,12.998,105,211,316,0,pm,6
2012/6/9,6,summer,22,2012,no,24.9,26.998999999999995,57.99999999999999,11.0014,63,151,214,0,pm,6
2012/6/9,6,summer,23,2012,no,23.96,26.002399999999994,61,11.0014,69,161,230,0,pm,6
